uniprotkb:Q9DBG9	uniprotkb:Q82235	intact:EBI-1161647|ensembl:ENSMUSP00000047410	intact:EBI-1162486	psi-mi:tx1b3_mouse(display_long)|uniprotkb:Tax interaction protein 1(gene name synonym)|uniprotkb:Tax1bp3(gene name)|psi-mi:Tax1bp3(display_short)	psi-mi:q82235_9dela(display_long)|uniprotkb:tax(gene name)|psi-mi:tax(display_short)	psi-mi:"MI:0096"(pull down)	Kanamori et al. (2003)	pubmed:12874278	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:11908(humt-)|taxid:11908(Human T-lymphotropic virus 1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1162495	intact-miscore:0.44
uniprotkb:Q76353	uniprotkb:Q2T9J0	intact:EBI-6248077	intact:EBI-2510623|uniprotkb:Q8N6H2|uniprotkb:Q5SQU1|uniprotkb:Q96AR5|uniprotkb:Q5SQT4|ensembl:ENSP00000287078.6	psi-mi:q76353_9hiv1(display_long)	psi-mi:tysd1_human(display_long)|uniprotkb:TYSND1(gene name)|psi-mi:TYSND1(display_short)|uniprotkb:Trypsin domain-containing protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:O76071	intact:EBI-6248077	intact:EBI-725145|uniprotkb:A0MNN9|uniprotkb:Q53FM5|ensembl:ENSP00000418287.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:ciao1_human(display_long)|uniprotkb:WD repeat-containing protein 39(gene name synonym)|uniprotkb:CIAO1(gene name)|psi-mi:CIAO1(display_short)|uniprotkb:WDR39(gene name synonym)|uniprotkb:CIA1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.35
uniprotkb:Q76353	uniprotkb:Q8TEX9	intact:EBI-6248077	intact:EBI-395967|uniprotkb:Q2NL96|uniprotkb:Q86TZ9|uniprotkb:Q8NCG8|uniprotkb:Q96SJ3|uniprotkb:Q9BTI4|uniprotkb:Q9H5L0|uniprotkb:B2RN95|ensembl:ENSP00000346453.6|ensembl:ENSP00000494795.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:ipo4_human(display_long)|uniprotkb:IPO4(gene name)|psi-mi:IPO4(display_short)|uniprotkb:IMP4B(gene name synonym)|uniprotkb:RANBP4(gene name synonym)|uniprotkb:Importin-4b(gene name synonym)|uniprotkb:Ran-binding protein 4(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:O75155	intact:EBI-6248077	intact:EBI-5656182|ensembl:ENSP00000387641.2|uniprotkb:B9EGM9|uniprotkb:E9KL24	psi-mi:q76353_9hiv1(display_long)	psi-mi:cand2_human(display_long)|uniprotkb:Cullin-associated and neddylation-dissociated protein 2(gene name synonym)|uniprotkb:KIAA0667(gene name synonym)|uniprotkb:TBP-interacting protein of 120 kDa B(gene name synonym)|uniprotkb:TIP120B(gene name synonym)|uniprotkb:p120 CAND2(gene name synonym)|uniprotkb:CAND2(gene name)|psi-mi:CAND2(display_short)|uniprotkb:Epididymis tissue protein Li 169(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:P63104	intact:EBI-6248077	intact:EBI-347088|uniprotkb:P29213|uniprotkb:P29312|uniprotkb:Q32P43|uniprotkb:Q5XJ08|uniprotkb:Q6GPI2|uniprotkb:Q6IN74|uniprotkb:Q6NUR9|uniprotkb:Q6P3U9|uniprotkb:Q86V33|uniprotkb:A8K1N0|uniprotkb:B7Z465|ensembl:ENSP00000309503.3|ensembl:ENSP00000379281.3|ensembl:ENSP00000379283.2|ensembl:ENSP00000379286.3|ensembl:ENSP00000379287.2|ensembl:ENSP00000379288.2|ensembl:ENSP00000395114.2|ensembl:ENSP00000398599.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:1433z_human(display_long)|uniprotkb:YWHAZ(gene name)|psi-mi:YWHAZ(display_short)|uniprotkb:Protein kinase C inhibitor protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:P31946	intact:EBI-6248077	intact:EBI-359815|ensembl:ENSP00000300161.4|ensembl:ENSP00000361930.3|uniprotkb:A8K9K2|uniprotkb:E1P616	psi-mi:q76353_9hiv1(display_long)	psi-mi:1433b_human(display_long)|uniprotkb:YWHAB(gene name)|psi-mi:YWHAB(display_short)|uniprotkb:Protein kinase C inhibitor protein 1(gene name synonym)|uniprotkb:Protein 1054(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q07864	intact:EBI-6248094	intact:EBI-348526|uniprotkb:Q13533|intact:EBI-28987244|uniprotkb:Q86VH9|ensembl:ENSP00000322570.5	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:dpoe1_human(display_long)|uniprotkb:POLE(gene name)|psi-mi:POLE(display_short)|uniprotkb:POLE1(gene name synonym)|uniprotkb:DNA polymerase II subunit A(gene name synonym)|uniprotkb:3'-5' exodeoxyribonuclease(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q9NZN5	intact:EBI-6248094	intact:EBI-821440|uniprotkb:O15086|uniprotkb:Q6P526|ensembl:ENSP00000380942.2	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:arhgc_human(display_long)|uniprotkb:Leukemia-associated RhoGEF(gene name synonym)|uniprotkb:ARHGEF12(gene name)|psi-mi:ARHGEF12(display_short)|uniprotkb:KIAA0382(gene name synonym)|uniprotkb:LARG(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q9Y262	intact:EBI-6248094	intact:EBI-373519|uniprotkb:Q53HQ1|uniprotkb:Q53HT4|uniprotkb:Q5QTR1|uniprotkb:Q5TI15|uniprotkb:Q6ICD2|uniprotkb:B2RDG6|uniprotkb:B4DYB2|uniprotkb:G8JLH4|ensembl:ENSP00000485663.1|ensembl:ENSP00000499067.1|intact:EBI-10970119	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3l_human(display_long)|uniprotkb:EIF3L(gene name)|psi-mi:EIF3L(display_short)|uniprotkb:HSPC021(orf name)|uniprotkb:HSPC025(orf name)|uniprotkb:EIF3S6IP(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 6-interacting protein(gene name synonym)|uniprotkb:MSTP005(orf name)|uniprotkb:EIF3EIP(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit E-interacting protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q02790	intact:EBI-6248094	intact:EBI-1047444|uniprotkb:D3DUQ1|uniprotkb:Q9UCP1|uniprotkb:Q9UCV7|ensembl:ENSP00000001008.4	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:fkbp4_human(display_long)|uniprotkb:FK506-binding protein 4(gene name synonym)|uniprotkb:HSP-binding immunophilin(gene name synonym)|uniprotkb:Rotamase(gene name synonym)|uniprotkb:52 kDa FK506-binding protein(gene name synonym)|uniprotkb:FKBP59(gene name synonym)|uniprotkb:Immunophilin FKBP52(gene name synonym)|uniprotkb:FKBP4(gene name)|psi-mi:FKBP4(display_short)|uniprotkb:FKBP52(gene name synonym)|uniprotkb:51 kDa FK506-binding protein(gene name synonym)|uniprotkb:59 kDa immunophilin(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.35
uniprotkb:Q9Q2G4	uniprotkb:Q9UGP4	intact:EBI-6248094	intact:EBI-2652871|uniprotkb:Q17RQ1|uniprotkb:Q9BQQ9|uniprotkb:Q9NQ47|ensembl:ENSP00000273317.4	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:limd1_human(display_long)|uniprotkb:LIMD1(gene name)|psi-mi:LIMD1(display_short)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:O15371	intact:EBI-6248094	intact:EBI-353818|uniprotkb:Q3MJD9|uniprotkb:Q5M9Q6|uniprotkb:B2R7D4|ensembl:ENSP00000216190.8|ensembl:ENSP00000385812.1|uniprotkb:A8MWD3|uniprotkb:B4DTF8|uniprotkb:B4DVY1|intact:EBI-10969985	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3d_human(display_long)|uniprotkb:EIF3D(gene name)|psi-mi:EIF3D(display_short)|uniprotkb:EIF3S7(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 7(gene name synonym)|uniprotkb:eIF-3-zeta(gene name synonym)|uniprotkb:eIF3 p66(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q9UKK3	intact:EBI-6248094	intact:EBI-2623021|uniprotkb:Q5QNZ9|uniprotkb:O75903|uniprotkb:Q14682|uniprotkb:Q9H1M6|ensembl:ENSP00000371419.3	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:parp4_human(display_long)|uniprotkb:ADPRTL1(gene name synonym)|uniprotkb:KIAA0177(gene name synonym)|uniprotkb:PARPL(gene name synonym)|uniprotkb:193 kDa vault protein(gene name synonym)|uniprotkb:PARP-related/IalphaI-related H5/proline-rich(gene name synonym)|uniprotkb:"Vault poly(ADP-ribose) polymerase"(gene name synonym)|uniprotkb:PARP4(gene name)|psi-mi:PARP4(display_short)|uniprotkb:ADP-ribosyltransferase diphtheria toxin-like 4(gene name synonym)|uniprotkb:Poly [ADP-ribose] polymerase 4(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P55884	intact:EBI-6248094	intact:EBI-366696|ensembl:ENSP00000354125.4|ensembl:ENSP00000380206.2|uniprotkb:Q2NL77|uniprotkb:Q9UMF9|uniprotkb:A4D208	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3b_human(display_long)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 9(gene name synonym)|uniprotkb:eIF-3-eta(gene name synonym)|uniprotkb:eIF3 p116(gene name synonym)|uniprotkb:eIF3 p110(gene name synonym)|uniprotkb:Prt1 homolog(gene name synonym)|uniprotkb:EIF3B(gene name)|psi-mi:EIF3B(display_short)|uniprotkb:EIF3S9(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:O00303	intact:EBI-6248094	intact:EBI-711990|uniprotkb:Q6IB45|uniprotkb:Q8N978|uniprotkb:A8K0S2|ensembl:ENSP00000431800.1|ensembl:ENSP00000499218.1	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3f_human(display_long)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 5(gene name synonym)|uniprotkb:eIF-3-epsilon(gene name synonym)|uniprotkb:eIF3 p47(gene name synonym)|uniprotkb:EIF3F(gene name)|psi-mi:EIF3F(display_short)|uniprotkb:EIF3S5(gene name synonym)|uniprotkb:Deubiquitinating enzyme eIF3f(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q8TCU4	intact:EBI-6248094	intact:EBI-308651|uniprotkb:Q53S05|uniprotkb:Q580Q8|uniprotkb:Q86VP9|uniprotkb:Q9Y4G4|ensembl:ENSP00000482968.1|uniprotkb:A0A087WZY3	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:alms1_human(display_long)|uniprotkb:ALMS1(gene name)|psi-mi:ALMS1(display_short)|uniprotkb:KIAA0328(gene name synonym)|uniprotkb:Alstrom syndrome protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q8TB72	intact:EBI-6248094	intact:EBI-311190|uniprotkb:O00234|uniprotkb:Q53TV7|uniprotkb:Q8WY43|uniprotkb:Q9HAN2|uniprotkb:B4E2B6|uniprotkb:B3KSL0|uniprotkb:D6W527|ensembl:ENSP00000516061.1	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:pum2_human(display_long)|uniprotkb:PUM2(gene name)|psi-mi:PUM2(display_short)|uniprotkb:KIAA0235(gene name synonym)|uniprotkb:PUMH2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P61758	intact:EBI-6248094	intact:EBI-357430|uniprotkb:Q15765|uniprotkb:O55228|uniprotkb:Q5JT81|uniprotkb:Q86X96|uniprotkb:B2R8L5|ensembl:ENSP00000286428.5|uniprotkb:B4DWR3|uniprotkb:F5H2A7	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:pfd3_human(display_long)|uniprotkb:VBP1(gene name)|psi-mi:VBP1(display_short)|uniprotkb:PFDN3(gene name synonym)|uniprotkb:von Hippel-Lindau-binding protein 1(gene name synonym)|uniprotkb:HIBBJ46(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:O95714	intact:EBI-6248094	intact:EBI-1058922|uniprotkb:Q86SV7|uniprotkb:Q86SV8|uniprotkb:Q86SV9|uniprotkb:Q86YY3|uniprotkb:Q86YY4|uniprotkb:Q86YY5|uniprotkb:Q86YY6|uniprotkb:Q86YY7|uniprotkb:Q86YY8|uniprotkb:Q86YY9|uniprotkb:Q86YZ0|uniprotkb:Q86YZ1|intact:EBI-1104961|ensembl:ENSP00000261609.8|intact:EBI-28977852	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:herc2_human(display_long)|uniprotkb:HERC2(gene name)|psi-mi:HERC2(display_short)|uniprotkb:HECT domain and RCC1-like domain-containing protein 2(gene name synonym)|uniprotkb:HECT-type E3 ubiquitin transferase HERC2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:O60232	intact:EBI-6248094	intact:EBI-741415|ensembl:ENSP00000312318.3	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:znrd2_human(display_long)|uniprotkb:ZNRD2(gene name)|psi-mi:ZNRD2(display_short)|uniprotkb:Autoantigen p27(gene name synonym)|uniprotkb:SSSCA1(gene name synonym)|uniprotkb:Sjoegren syndrome/scleroderma autoantigen 1(gene name synonym)|uniprotkb:Zinc ribbon domain-containing protein 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q9BZF3	intact:EBI-6248094	intact:EBI-2372709|uniprotkb:B4DTW1|uniprotkb:Q4ZG68|uniprotkb:Q53T68|uniprotkb:Q59H61|uniprotkb:Q7Z4Q1|uniprotkb:Q8N9T0|uniprotkb:Q96SR1|uniprotkb:C4AME4|uniprotkb:C4AMC0|uniprotkb:D3DPF6|uniprotkb:D3DPF7|uniprotkb:Q86V84|ensembl:ENSP00000190611.4|intact:EBI-28980578	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:osbl6_human(display_long)|uniprotkb:OSBPL6(gene name)|psi-mi:OSBPL6(display_short)|uniprotkb:ORP6(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q9H4L5	intact:EBI-6248094	intact:EBI-1051317|uniprotkb:O14591|uniprotkb:O43357|uniprotkb:O43358|uniprotkb:Q8N702|uniprotkb:Q8N703|uniprotkb:Q8N704|uniprotkb:Q8NFH0|uniprotkb:Q8NFH1|uniprotkb:Q8NI12|uniprotkb:Q8NI13|uniprotkb:Q9BZF4|uniprotkb:Q9UED6|uniprotkb:B8ZZ79|uniprotkb:B8ZZP0|uniprotkb:A4D167|uniprotkb:A4D168|uniprotkb:A4D169|uniprotkb:A4D170|uniprotkb:A4D171|uniprotkb:A4D172|intact:EBI-28979334|ensembl:ENSP00000315410.2	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:osbl3_human(display_long)|uniprotkb:OSBPL3(gene name)|psi-mi:OSBPL3(display_short)|uniprotkb:KIAA0704(gene name synonym)|uniprotkb:ORP3(gene name synonym)|uniprotkb:OSBP3(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P58107	intact:EBI-6248094	intact:EBI-297954|uniprotkb:Q76E58|uniprotkb:A0A087X1U6|uniprotkb:Q9NSU9|ensembl:ENSP00000484472.1	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:epipl_human(display_long)|uniprotkb:EPPK1(gene name)|psi-mi:EPPK1(display_short)|uniprotkb:EPIPL(gene name synonym)|uniprotkb:450 kDa epidermal antigen(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q9UHF7	intact:EBI-6248094	intact:EBI-2556151|ensembl:ENSP00000220888.5|ensembl:ENSP00000492037.1|uniprotkb:Q9UHH6|uniprotkb:Q9NWE1|uniprotkb:Q08AU2|uniprotkb:B4E1Z5	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:trps1_human(display_long)|uniprotkb:Tricho-rhino-phalangeal syndrome type I protein(gene name synonym)|uniprotkb:Zinc finger protein GC79(gene name synonym)|uniprotkb:TRPS1(gene name)|psi-mi:TRPS1(display_short)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175888|imex:IM-17346-30	intact-miscore:0.56
